name,nameUi,type,year,model,scale,country,tonnageMin,tonnageMax,speedLimiter,param
cl_1_rambow_3mast_ver2,Experimental 3-Mast Cruiser,cl,1890,gazelle_hull_mast_a_var,0.95,"spain, china",1800,3300,19.5,"type(cl), CL_small_3Mast, CL_small_3Mast_SpanishFunnels, cl, g1, g2, var(bow_a)"
cl_1_medium_strbow,Semi-Armored Cruiser I,cl,1890,cressy_hull,0.88,"spain, italy, japan, china",3500,7000,20.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight)"
cl_maine_threemast,Gunboat,cl,1890,maine_hull_j,0.74,"spain, russia, usa",1500,2750,17.5,"type(cl), Gunboat, Gun_Sides, g1"
cl_1_straightbow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"spain, usa, britain, japan, china, italy",2000,3500,21.5,"type(cl), CL_small, cl, g1, var(bow_b)"
cl_1_straightbow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"spain, usa, britain, japan, china, italy",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_b)"
dd_8_hybrid_cruiser_gen,Hybrid Destroyer,dd,1935,akizuki_hull_b_cruisers_var4,1.10,"spain, china",4750,5950,36.0,"type(dd), DD_Hybrid_Generic, dd, g4, var(nose_long)"
dd_7_flushdeck_dd_large,Advanced Destroyer (Large),dd,1935,akizuki_hull_a_cruisers_wide,0.80,"spain, china, russia",3750,4750,36.0,"type(dd), DD_Advanced_SpChRu, dd, g4"
dd_7_flushdeck_dd_small,Advanced Destroyer (Compact),dd,1935,akizuki_hull_a_cruisers_wide,0.76,"spain, china, russia",2750,3400,35.5,"type(dd), DD_Advanced_SpChRu, dd, g4"
dd_5_nose_large_generic,Modern Destroyer (Leader),dd,1923,akizuki_hull_b,1.07,"spain, china, russia",2750,3550,35.5,"type(dd), DD_Modern_M_SpChRu , dd, g4, var(nose_long)"
dd_5_nose_small_usa,Modern Destroyer (Small),dd,1920,akizuki_hull_b,0.82,"spain, china, russia",1650,2150,35.5,"type(dd), DD_Modern_S_SpChRu, dd, g4, var(nose_long)"
dd_4,Destroyer IV,dd,1918,dd_s_hull,1.54,"spain, usa, britain, china",1550,2250,34.5,"type(dd), DD_huge, dd, g3"
dd_3,Destroyer III,dd,1913,dd_s_hull,1.32,"spain, usa, britain, china, austria, italy",1500,2000,34.2,"type(dd), DD_large, dd, g3"
dd_2,Destroyer II,dd,1908,dd_s_hull,1.23,"spain, usa, britain, china",1100,1500,34.0,"type(dd), DD, dd, g2"
dd_1,Destroyer I,dd,1899,dd_s_hull,1.15,"spain, usa, britain, china",700,1100,33.5,"type(dd), DD, dd, g1"
tb_modern_1,Modern Torpedo Boat,tb,1920,dd_s_hull,1.10,"spain, china, russia, austria",650,1000,35.0,"type(tb), TB_Modern_1, dd, g1"
tb_standard,Torpedo Boat,tb,1890,jap_tb_hull,1.41,"spain, usa, britain, france, japan",200,500,28.5,"type(tb), TB, tb, g1, var(bow_a)"
bb_7_china,Super Battleship,bb,1936,richelieu_hull_b,1.27,china,74500,82500,32.0,"type(bb), BB_Modern_China_Super, Big_SuperStructure, Mixed_Quads, bb, g4"
bb_8_china,Command Battleship,bb,1936,kgeorge_hull_compact,1.30,china,69000,78500,28.5,"type(bb), BB_Modern_China_Command, Command_Forward, No_Barb, bb, g4"
bb_6_china,Modern Battleship ,bb,1936,richelieu_hull_b,1.03,china,50500,60500,32.0,"type(bb), BB_Modern_China, Typical_Modern_BB, barbette_need, bb, g4"
bb_7_china_exp,Large Torpedo Warship,bb,1936,moga_hull_d_var,1.10,china,31000,43000,30.0,"type(bb), Large_Exper_Warship, Torpedo_Sides, Command_Forward, No_Barb, bb, g4"
bb_6_china_exp,Experimental Battleship ,bb,1929,richelieu_hull_a,0.89,china,42500,55000,32.0,"type(bb), BB_Modern_China, Small_Deck, Narrow_Deck, bb, g4, French_Style_Quads"
bb_5_generic_small,Advanced Small Battleship,bb,1929,de_Ruyter_hull_a_wide,1.37,"china, spain",23500,32000,22.5,"type(bb), CA_Heavy_Small_Generic, Extra_Tower_Modern_Small, Middle_SuperStructure, bb, g3, g4"
bb_5_china,Modernized Dreadnought II,bb,1927,dreadnought_hull_c,1.45,china,61000,87000,22.0,"type(bb), BB_Modern_Austria, Middle_SuperStructure, barbette_need, bb, g3, var(stern_flat;mounts_b)"
bb_modernized_sideguns,Modernized Dreadnought I,bb,1927,new_york_hull_a,1.10,china,28750,34500,22.9,"type(bb), bb, China_MD, newyork_style, Late_Cross_Deck_plus, g2, g3"
bb_4,Dreadnought IV,bb,1919,dreadnought_hull_c,1.30,"china, russia, spain, austria",46000,62000,24.5,"type(bb), BB_Super, bb, g3, var(stern_flat)"
bb_3,Dreadnought III,bb,1916,dreadnought_hull_d,1.23,"china, japan, russia, spain, austria",36000,44000,22.5,"type(bb), BB_Super, bb, g3, gv(2)"
bb_1_russia_alt,Experimental Dreadnought I,bb,1912,von_der_tan_hull_d,1.20,"china, russia, spain",25500,30500,22.8,"type(bb), BB_Flat, bb, g3, RussianCenterline"
bb_2_britain,Dreadnought V,bb,1912,dreadnought_hull_flat_b,1.21,"china, spain",32000,39500,22.5,"type(bb), BC_BritainSuper, bb, g3, typical_modern2,Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, Small_Deck, var(center_mounts)"
bb_2_russia,Dreadnought II,bb,1912,dreadnought_hull_c,1.10,"china, spain",30000,37000,22.5,"type(bb), BB_Flat, bb, g3, var(stern_flat), RussianCenterline"
bb_1_russia,Dreadnought I,bb,1905,dreadnought_hull_c,0.90,"china, spain",22500,29000,22.0,"type(bb), BB_Flat, bb, g2, var(stern_flat), barbette_need, Small_Foredeck, RussianCenterline"
bb_1_china_semi,Small Dreadnought II,bb,1905,dreadnought_hull_b_thick,0.80,"china, spain",15500,17700,21.5,"type(bb), BB_Japan_Early_Semi, bb, g2, Late_Cross_Deck_plus"
bb_1_spain,Small Dreadnought I,bb,1905,dreadnought_hull_c,0.85,"china, spain",15500,16700,21.5,"type(bb), Espanha, Cross_Deck_Guns, Small_Foredeck, german_sides, bb, g2, var(stern_flat;side_guns)"
b1_maine_semidread,Small Semi-Dreadnought,bb,1905,maine_hull_f,1.32,"china, spain",11200,13500,21.5,"type(bb), B_Maine_Semi, bb,  old_predread, Late_Cross_Deck, Small_Foredeck, g1, g2"
b_2_china_exp,Battleship III,bb,1895,brandenburg_hull_d,1.00,china,13500,16500,17.5,"type(bb), Chinese_SemiDread, old_predread, earlybb_sideguns, g1"
b2_germanyexport,Battleship II,bb,1895,brandenburg_hull_b,1.02,china,9700,11900,18.0,"type(bb), CA_Friedrich, g1, old_predread, var(middle_balcony_2)"
b1_maine_varsides,Experimental Turret Ship,bb,1890,maine_hull_e,1.10,china,5750,8200,17.0,"type(bb), B_Maine, Gun_Sides_Single, g1"
b1_germanyexport,Battleship I,bb,1890,brandenburg_hull_b,0.95,china,8750,10750,17.5,"type(bb), B_Brandenburg_small, g1, old_predread, var(middle_flat)"
b1_maine_varsmall,Turret Ship,bb,1890,maine_hull_d,1.14,china,5500,7500,16.7,"type(bb), B_Maine, Gun_Sides, g1"
bc_6_generic,Fast Battleship,bc,1935,bismarck_hull_a,1.05,"china, russia, spain, italy, austria",45000,75000,32.5,"type(bc), BB_Fast_Modern, Mixed_Quads, Middle_Big, bc_guns, bc, g4"
bc_5_russia,Modern Battlecruiser I,bc,1929,bismarck_hull_a,0.87,"china, spain, italy, austria",33000,47000,32.5,"type(bc), BC_Modern_Russia, Middle_SuperStructure, barbette_need, bc_guns, bc, g4"
bc_4_generic,Large Cruiser,bc,1929,dreadnought_hull_flat_b,1.12,"china, spain",29500,35000,29.5,"type(bc), CA_Heavy_Generic2, Middle_SuperStructure, No_Barb, small_bc, bc, g4, var(center_mounts), barbette_need, generic_middle_tower"
bc_4_generic_small,Large Cruiser I,bc,1929,de_Ruyter_hull_a_wide,1.18,"china, spain",22500,28000,28.5,"type(bc), CA_Heavy_Small_Generic, Middle_SuperStructure, small_bc, bc, g3, g4"
bc_4_britain,Battlecruiser V,bc,1919,invincible_hull,1.24,"china, italy, spain, russia",33000,45000,29.4,"type(bc), BC_BritainSuper, bc, g3"
bc_2_var,Battlecruiser II,bc,1909,dreadnought_hull_b,0.94,"china, japan, spain, russia",23000,28000,28.8,"type(bc), BC_Hybrid, bc, g2"
bc_1,Battlecruiser I,bc,1907,dreadnought_hull_a,0.90,"china, spain, russia",17500,22500,24.5,"type(bc), BC_Hybrid, early_dreadnought, bc, g2"
ca_4_ibuki,Large Cruiser,bc,1907,von_der_tan_hull_b_cruiser,1.00,"china, japan, spain",14500,18500,25.0,"type(bc), CA_Warrior, bc, g2, CA_Gun_Sides, Small_Foredeck"
ca_5_generic_3,Modern Heavy Cruiser I,ca,1925,hood_hull_a,0.73,"china, japan",11700,14700,35.8,"type(ca), CA_Heavy_Japan, No_Barb, ca, g3"
ca_5_small_generic,Compact Heavy Cruiser,ca,1922,dido_hull_a,0.98,"china, spain, austria",8500,9500,32.5,"type(ca), CA_Gen_Compact, ca, g4, barbette_need, Essential_Central_Funnels, var(nose_long;middle_step)"
ca_5_generic2_C_class,Experimental Heavy Cruiser,ca,1917,warrior_hull_narrow_long,1.14,china,7500,9500,28.9,"type(ca), C_class_Generic, g3, g4, No_Barb, ca"
ca_4_generic_large,Large Armored Cruiser,ca,1907,dreadnought_hull_c_cruiser,1.00,"china, spain, italy, austria, japan",13000,16500,19.5,"type(ca), CA_Large_GunSides, ca, g2, CA_Gun_Sides, CA_Gun_Sides_Few, var(stern_flat)"
ca_3_generic,Armored Cruiser V,ca,1907,dreadnought_hull_flat_b,0.88,"china, spain",13500,15500,23.5,"type(ca), CA_Late2, ca, g2"
ca_3_averof_mod,Fast Armored Cruiser,ca,1907,warrior_hull_b,1.00,"china, italy, spain",9800,11900,23.0,"type(ca), CA_Averof, CA_Gun_Sides, CA_Gun_Sides_Few, ca, g1, Essential_Central_Funnels"
ca_4_italy,Semi-Armored Cruiser IV,ca,1907,dreadnought_hull_b,0.75,"china, italy",10000,12500,23.5,"type(ca), CA_Late, CA_biguns, ca, g2"
ca_3_warrior_pisa,Armored Cruiser IV,ca,1902,warrior_hull,0.99,"china, italy",8500,10500,21.5,"type(ca), CA_Pisa, CA_Gun_Sides_Few, ca, g1"
ca_maine_china,Medium Cruiser,ca,1896,maine_hull_g,1.15,china,7500,9500,21.0,"type(ca), B_Maine_Semi, CA_Gun_Sides, g1, g2"
ca_2,Armored Cruiser III,ca,1892,irresistible_hull_a,0.89,"china, britain, japan, usa, russia, spain",8500,12000,21.5,"type(ca), CA_med, ca, g1"
ca_1,Armored Cruiser II,ca,1890,irresistible_hull_b,0.79,"china, britain, japan, usa, russia, italy",7500,11000,21.5,"type(ca), CA_med, ca, g1"
ca_1_small,Armored Cruiser I,ca,1890,irresistible_hull_d,0.70,"china, britain, japan, usa, russia, spain, italy",3500,8000,20.5,"type(ca), CA_small, ca, g1"
ca_1_joseph_3mast,Hybrid Light Cruiser,ca,1890,irresistible_hull_b_var5,0.79,"china, austria",2950,4250,16.9,"type(ca), CA_Joseph, CA_Super_Gun, ca, g1"
ca_maine_varcoastal2,Coastal Defense Ship,ca,1890,maine_hull_d,1.17,china,3200,4200,16.5,"type(ca), B_Maine, Gun_Sides, g1"
cl_5_guncruiser1,Gun Cruiser,cl,1935,akizuki_hull_a_cruisers_wide,0.95,china,7750,9500,37.2,"type(cl), CL_GunCruiser, No_Barb, multi_barb, cl, g4"
cl_4_Modern_Japan,Modern Light Cruiser I,cl,1925,invincible_hull,0.76,"china, japan",6900,10900,36.4,"type(cl), CL_Modern_2_Japan, CutDown, No_Barb, cl, g4"
cl_4_china_experimental,Compact Light Cruiser,cl,1925,akizuki_hull_a,1.15,china,3250,5500,27.5,"type(cl), Ning_Hai, cl, modern_layout, Forward_Tower, CutDown, barbette_need, Coastal_Ship, Essential_Central_Funnels, No_Barb, g4, var(nose_long)"
cl_5_generic2_C_class,Light Cruiser V,cl,1916,warrior_hull_narrow_long,1.00,china,5500,7500,29.5,"type(cl), C_class_Generic, g3, g4, No_Barb, Essential_Central_Funnels, cl"
cl_5_armored_exp2,Semi-Armored Cruiser IV,cl,1916,dante_hull_b_tall,0.54,"china, spain",5000,11000,23.6,"type(cl), CL_Armor_Exp_var, g2, g3, g4, barbette_need, Essential_Central_Funnels, cl"
cl_5_scout_var1,Small Scout Cruiser,cl,1916,dido_hull_a,0.77,"china, austria, spain",3000,5800,32.0,"type(cl), CL_Hunter, cl, g3, g2, g1, Tower_Forward, Essential_Central_Funnels, No_Barb, Coastal_Ship"
cl_3_rambow_tall,Light Cruiser IV,cl,1905,emden_hull,1.34,"china, russia",9000,13000,26.0,"type(cl),  CL_Emden_Large, cl, g1"
cl_3_britain,Light Cruiser III,cl,1905,warrior_hull_narrow,0.82,"china, britain, spain, austria, italy",3500,8500,29.5,"type(cl), CL_Britain_Small, cl, g1, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need, var(nose_line)"
cl_3,Semi-Armored Cruiser III,cl,1903,irresistible_hull_a,0.81,"china, usa, britain, japan, spain",8000,12000,25.0,"type(cl), CA_small, ca, g1"
cl_2_medium_strbow,Semi-Armored Cruiser II,cl,1902,cressy_hull,0.98,"china, italy, japan, spain",7000,10000,21.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight;middle_gun_b)"
cl_2_straightbow,Light Cruiser II,cl,1893,gazelle_hull,1.00,"china, usa, britain, japan, spain, italy",2500,7000,23.0,"type(cl), CL, cl, g1, var(bow_b)"
cl_1_medium_strbow,Semi-Armored Cruiser I,cl,1890,cressy_hull,0.88,"china, italy, japan, spain",3500,7000,20.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight)"
cl_1_straightbow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"china, usa, britain, japan, spain, italy",2000,3500,21.5,"type(cl), CL_small, cl, g1, var(bow_b)"
cl_1_rambow_3mast_ver2,Experimental 3-Mast Cruiser,cl,1890,gazelle_hull_mast_a_var,0.95,"china, spain",1800,3300,19.5,"type(cl), CL_small_3Mast, CL_small_3Mast_SpanishFunnels, cl, g1, g2, var(bow_a)"
cl_1_rambow_3mast_early,Standard 3-Mast Cruiser,cl,1890,gazelle_hull_mast_b,0.84,"china, russia, spain, france",1750,5200,17.5,"type(cl), CL_old_3Mast, cl, g1, g2, var(bow_a)"
cl_1_straightbow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"china, usa, britain, japan, spain, italy",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_b)"
dd_8_hybrid_cruiser_gen,Hybrid Destroyer,dd,1935,akizuki_hull_b_cruisers_var4,1.10,"china, spain",4750,5950,36.0,"type(dd), DD_Hybrid_Generic, dd, g4, var(nose_long)"
dd_7_flushdeck_dd_large,Advanced Destroyer (Large),dd,1935,akizuki_hull_a_cruisers_wide,0.80,"china, spain, russia",3750,4750,36.0,"type(dd), DD_Advanced_SpChRu, dd, g4"
dd_7_flushdeck_dd_small,Advanced Destroyer (Compact),dd,1935,akizuki_hull_a_cruisers_wide,0.76,"china, spain, russia",2750,3400,35.5,"type(dd), DD_Advanced_SpChRu, dd, g4"
dd_5_nose_large_generic,Modern Destroyer (Leader),dd,1923,akizuki_hull_b,1.07,"china, spain, russia",2750,3550,35.5,"type(dd), DD_Modern_M_SpChRu , dd, g4, var(nose_long)"
dd_5_nose_small_usa,Modern Destroyer (Small),dd,1920,akizuki_hull_b,0.82,"china, spain, russia",1650,2150,35.5,"type(dd), DD_Modern_S_SpChRu, dd, g4, var(nose_long)"
dd_4,Destroyer IV,dd,1918,dd_s_hull,1.54,"china, usa, britain, spain",1550,2250,34.5,"type(dd), DD_huge, dd, g3"
dd_3,Destroyer III,dd,1913,dd_s_hull,1.32,"china, usa, britain, spain, austria, italy",1500,2000,34.2,"type(dd), DD_large, dd, g3"
dd_2,Destroyer II,dd,1908,dd_s_hull,1.23,"china, usa, britain, spain",1100,1500,34.0,"type(dd), DD, dd, g2"
dd_1,Destroyer I,dd,1899,dd_s_hull,1.15,"china, usa, britain, spain",700,1100,33.5,"type(dd), DD, dd, g1"
tb_modern_1,Modern Torpedo Boat,tb,1920,dd_s_hull,1.10,"china, spain, russia, austria",650,1000,35.0,"type(tb), TB_Modern_1, dd, g1"
tb_lowbow,Torpedo Boat,tb,1890,jap_tb_hull,1.48,"china, russia",200,500,28.0,"type(tb), TB, tb, g1, var(bow_b)"
bb_6_france,Super Battleship II,bb,1929,hood_hull_a_sternmod,1.52,france,82500,95000,32.0,"type(bb), BB_Modern_France, Typical_Modern2_BB, French_Fast_BB, bc, g4"
bb_6_richelieu,Super Battleship I,bb,1929,richelieu_hull_a,1.20,france,70000,85000,33.0,"type(bb), BB_Modern_Richelieu_Big, Only_Quads, French_Style_Quads; French_Style_Quads_Big, quad_guns_need, bb, g4"
bb_5_exp_france,Experimental Battleship,bb,1929,moga_hull_b,1.50,france,45500,67500,32.0,"type(bb), BB_Modern_Richelieu, Middle_SuperStructure, Only_Quads, French_Style_Quads, quad_guns_need, bb, g4"
bb_5_mod_france,Advanced Modernized Dreadnought,bb,1929,invincible_hull_c,1.10,france,30000,54000,25.0,"type(bb), BB_France_Mod, bb, g3, Russian_Central_Turrets, French_Fast_BB, French_Style_Quads, quad_guns_need, var(center_mounts)"
bb_5_richelieu,Modern Battleship II,bb,1927,richelieu_hull_a,1.00,france,45000,65000,32.0,"type(bb), BB_Modern_Richelieu, Only_Quads, French_Style_Quads, quad_guns_need, bb, g4"
bb_5_france,Modern Battleship I,bb,1927,yamato_hull_a,0.82,france,50000,60000,32.0,"type(bb), BB_Modern_France_Small, barbette_need, bb, g4, var(Smaller_Barbettes), Nelson, quad_guns_need, Middle_Towers_Chance, Big_SuperStructure, Typical_Modern_BB"
bb_4_generic,Modernized Dreadnought II,bb,1927,dreadnought_hull_flat_b,1.42,"france, spain, italy",54000,64000,24.5,"type(bb), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)"
bb_4_generic_alt,Modernized Dreadnought I,bb,1927,dreadnought_hull_c,1.23,"france, italy",34000,44000,24.5,"type(bb), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)"
bb_4_france,Dreadnought VI,bb,1919,dreadnought_hull_c,1.36,france,44000,60000,23.5,"type(bb), BB_French_Advanced, bb, g3, var(stern_flat)"
bb_2_britain_france,Dreadnought V,bb,1916,dreadnought_hull_flat_b,1.21,france,32000,39500,22.5,"type(bb), BB_French_Advanced, bb, g3, Typical_Modern_BB, barbette_need, Middle_SuperStructure_British, var(center_mounts)"
bb_3_france,Dreadnought IV,bb,1914,dreadnought_hull_c_elizabeth,1.20,france,28000,36000,22.3,"type(bb), BB_French_Advanced, bb, Typical_Modern_BB, barbette_need, g3"
bb_1_french_large,Dreadnought II,bb,1908,dreadnought_hull_b_thick,1.03,france,20800,29500,22.0,"type(bb), BB_French_Early, early_dreadnought, bb, g2"
bb_2_france,Dreadnought III,bb,1908,dreadnought_hull_d_short,1.00,france,22500,28000,22.3,"type(bb), BB_French_Early, bb, g2"
bb_1_french,Dreadnought I,bb,1905,dreadnought_hull_b,1.00,france,18500,27000,21.5,"type(bb), BB_French_Early, early_dreadnought, bb, g2"
b2_danton_var,Experimental Dreadnought,bb,1905,dante_hull_b,1.08,france,19750,24500,20.5,"type(bb), BB_French_Early, BB_Danton, early_dreadnought, Cross_Deck_Guns, danton_style, g1, g2"
b2_danton,Experimental Battleship,bb,1899,dante_hull_c,1.00,france,17700,22500,19.2,"type(bb), BB_Danton, old_predread, earlybb_sideguns, Cross_Deck_Guns, danton_style, g1"
b1_bouvet_semidreadnought,Battleship V,bb,1895,bouvet_hull_b,1.06,france,17000,21500,18.2,"type(bb), B_Bouvet, old_predread, earlybb_sideguns, g1"
b1_tsesarevich_france,Battleship IV,bb,1895,tsesarevich_hull_a,1.00,france,9000,16000,18.0,"type(bb), B_Bouvet, old_predread, earlybb_sideguns, g1"
b1_bouvet2,Battleship III,bb,1895,bouvet_hull_b,1.00,france,9500,16500,18.5,"type(bb), B_Bouvet, old_predread, earlybb_sideguns, g1"
b1_bouvet,Battleship II,bb,1892,bouvet_hull_a,1.00,france,9000,16000,18.5,"type(bb), B_Bouvet, old_predread, earlybb_sideguns, g1"
b1_brennus,Battleship I,bb,1891,bouvet_hull_c,1.00,france,8100,11500,18.4,"type(bb), B_Brennus, old_predread, earlybb_sideguns, g1"
b1_massena_var1,Ironclad Battleship III,bb,1890,bouvet_hull_d,1.00,france,8400,11800,18.2,"type(bb), B_Massena, old_predread, earlybb_sideguns, g1"
b1_massena_var3,Ironclad Battleship II,bb,1890,massena_hull_b,1.00,france,8250,10900,18.0,"type(bb), B_Massena, old_predread, earlybb_sideguns, g1, Cross_Deck_Guns"
b1_massena_var2,Ironclad Battleship I,bb,1890,massena_hull_a,1.00,france,8050,10600,18.0,"type(bb), B_Massena, old_predread, earlybb_sideguns, g1, Cross_Deck_Guns"
bc_7_france,Experimental Battlecruiser II,bc,1935,richelieu_hull_b,0.90,france,45000,65000,35.0,"type(bc), BB_France_Flat, Middle_SuperStructure, barbette_need, bc, g4"
bc_6_france,Experimental Battlecruiser I,bc,1935,richelieu_hull_b,0.84,france,40000,60000,34.0,"type(bc), BB_Modern_Richelieu_Big, Middle_SuperStructure, barbette_need, bc, g4"
bc_5_france,Battlecruiser IV,bc,1929,richelieu_hull_a,0.88,france,35000,45000,33.5,"type(bc), BC_Modern_Richelieu, Only_Quads, French_Style_Quads, quad_guns_need, bc, g4"
bc_4_france,Large Cruiser,bc,1929,yamato_hull_a,0.62,france,28000,32500,35.5,"type(bc), Large_Cruiser_Henri, Middle_SuperStructure, barbette_need, bc, g4, var(Smaller_Barbettes)"
bc_3_britain,Battlecruiser III,bc,1913,invincible_hull,1.10,"france, britain, usa, italy",28500,33000,28.5,"type(bc), BC_BritainSuper, barbette_need, bc, g3"
bc_2_britain,Battlecruiser II,bc,1909,invincible_hull,1.09,"france, britain, usa",23500,28500,28.5,"type(bc), BC_Britain_Medium, bc, g3"
bc_1_britain,Battlecruiser I,bc,1907,invincible_hull,0.96,"france, usa",18000,22000,26.0,"type(bc), BC_Britain, bc, g2"
ca_6_france,Modern Heavy Cruiser III,ca,1937,de_Ruyter_hull_b_mod,1.10,france,15500,18500,33.5,"type(ca), CA_Heavy_France_Big, Middle_SuperStructure, ca, g4, var(Smaller_Barbettes)"
ca_5_generic_france,Modern Heavy Cruiser II,ca,1926,yamato_hull_a,0.58,france,12400,15000,34.5,"type(ca), CA_Heavy_France_Louis, Middle_SuperStructure, barbette_need, ca, g3, var(Smaller_Barbettes)"
ca_5_generic_early,Modern Heavy Cruiser I,ca,1925,bismarck_hull_a,0.61,france,10000,13500,33.5,"type(ca), CA_Heavy_Early, Tower_Forward, No_Barb, ca, g3"
ca_5_france_exp,Heavy Cruiser I,ca,1917,akizuki_hull_b_cruiser_inter,1.21,france,11900,14300,32.5,"type(ca), France_CA_Exp, ca, No_Barb, Essential_Central_Funnels, g3, g4, var(nose_long;middle_step)"
ca_5_france,Large Armored Cruiser,ca,1914,dante_hull_a,1.00,france,14800,16500,21.5,"type(ca), CA_Large_France2, CA_Gun_Sides, earlycruiser_sideguns, french_funnels, g1"
ca_4_rambow_franceLarge,Armored Cruiser V,ca,1905,dante_hull_b,0.90,france,12300,15800,19.5,"type(ca), CA_Large_FranceII, earlycruiser_sideguns, french_funnels, ca, g1, g2, CA_Gun_Sides"
ca_4_rambow_france,Armored Cruiser IV,ca,1902,bouvet_hull_a,1.05,france,11800,15500,19.5,"type(ca), CA_Large_France, earlycruiser_sideguns, french_funnels, ca, g1, g2, CA_Gun_Sides"
ca_3_rambow_france,Armored Cruiser III,ca,1900,bouvet_hull_a,0.98,france,9800,13500,19.5,"type(ca), CA_medium_France, earlycruiser_sideguns, french_funnels, ca, g1, CA_Gun_Sides"
ca_2_rambow_france,Armored Cruiser II,ca,1892,bouvet_hull_b_var,0.85,france,7800,11500,19.5,"type(ca), CA_medium_France, earlycruiser_sideguns, french_funnels, ca, g1, CA_Gun_Sides"
ca_1_rambow_france,Armored Cruiser I,ca,1890,bouvet_hull_d_var,0.80,france,3500,7600,19.5,"type(ca), CL_smal_France, earlycruiser_sideguns, french_funnels, ca, g1, CA_Gun_Sides"
cl_5_escortcruiser_france,Advanced Escort Cruiser,cl,1935,spee_hull_dd,0.80,france,9250,12000,31.0,"type(cl), CL_EscortCruiser_France, No_Barb, multi_barb, cl, g4"
cl_6_france,Modern Light Cruiser II,cl,1935,de_Ruyter_hull_a,1.20,france,9500,12000,34.5,"type(cl), CA_Heavy_France_Louis, Middle_Superstructure, barbette_need, cl, g4"
cl_4_Modern_Trento,Modern Light Cruiser I,cl,1925,trento_hull,0.89,"france, italy",6600,10200,36.3,"type(cl), CL_Modern_2_Trento, No_Barb, cl, g4"
cl_5_france_modern,Light Cruiser V,cl,1925,akizuki_hull_b_cruisers_var,1.00,france,7500,9750,32.5,"type(cl), France_CL_Exp_Advanced, cl, g4, No_Barb, Essential_Central_Funnels, rear_barbette, var(nose_long)"
cl_5_france_exp,Light Cruiser V,cl,1916,dido_hull_a,1.10,france,8500,9500,32.5,"type(cl), France_CL_Exp2, cl, g4, No_Barb, var(nose_long;middle_step)"
cl_5_armored_exp4,Semi-Armored Cruiser V,cl,1916,dante_hull_b_tall,0.65,france,6000,12200,23.3,"type(cl), CL_Armor_Exp_var3, g2, g3, g4, barbette_need, Essential_Central_Funnels, cl"
cl_4_france_improved,Scout Cruiser,cl,1905,warrior_hull_narrow_long,0.82,france,4500,9500,30.5,"type(cl), France_CL_Exp, cl, g1, Forward_Tower, rear_barbette, Coastal_Ship, Essential_Central_Funnels, var(nose_line)"
cl_4_france,Light Cruiser IV,cl,1903,bouvet_hull_b_var,0.82,france,7500,10500,21.2,"type(cl), CL_medium_France, earlycruiser_sideguns, cl, g1"
cl_3_france,Light Cruiser III,cl,1896,bouvet_hull_c_var,0.79,france,5500,8500,21.5,"type(cl), CL_medium_France, earlycruiser_sideguns, Coastal_Ship, cl, g1"
cl_1_rambow_france,Light Cruiser II,cl,1890,massena_hull_a_var,0.75,france,3500,4500,20.2,"type(cl), CL_smallest_France, earlycruiser_sideguns, cl, g1"
cl_1_rambow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"france, germany, russia",2000,3500,21.0,"type(cl), CL_small, cl, g1, var(bow_a)"
cl_1_rambow_3mast_ver3,Experimental 3-Mast Cruiser,cl,1890,gazelle_hull_mast_a,0.91,france,2100,3600,20.0,"type(cl), CL_small_3Mast, CL_small_3Mast_FrenchFunnels, cl, g1, g2, var(bow_a)"
cl_1_rambow_3mast_early,Standard 3-Mast Cruiser,cl,1890,gazelle_hull_mast_b,0.84,"france, russia, spain, china",1750,5200,17.5,"type(cl), CL_old_3Mast, cl, g1, g2, var(bow_a)"
cl_1_rambow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"france, germany, russia",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_a)"
cl_1_rambow_boat,Small Torpedo Cruiser,cl,1890,massena_hull_a_tall,0.55,"france, russia",850,1500,20.2,"type(cl), Gunboat, earlycruiser_sideguns, cl, g1"
dd_8_france_dd,Flotilla Leader,dd,1935,akizuki_hull_b,1.38,france,5250,6550,38.0,"type(dd), DD_Advanced_Fr, dd, g4, var(nose_long)"
dd_7_france_dd,Advanced Destroyer,dd,1935,akizuki_hull_b,1.38,france,3500,4350,39.5,"type(dd), DD_Advanced_Fr, dd, g4, var(nose_long)"
