@name,change,enabled,type,nameUi,order,Year,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
dreadnought_tower_sec_cage_3_usa,,,tower_sec,Medium Cage Mast II,,,75,185000,,65,south_carolina_tower_sec_b,0.9,,tower_sec,,"need(BB_USA), need(g1;g2)","hsize(200), tower_sec(1), night(5), aim(1.5), acc(1.5), acc_long(18), fire_ex(6), size(13), radio(29), smoke(-23), tspot(3400), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,150,112.5,,
dreadnought_tower_sec_cage_3_usa_shared_big,,,tower_sec,Medium Cage Mast I,,,68,205000,,63,south_carolina_tower_sec_b,0.78,,tower_sec,usa,"need(CA;B;B_usa_early;B_usa;B_Kearsarge), need(g1;g2), needunlock(early_BB_towers_level_2)","hsize(200), tower_sec(1), night(5), aim(1.5), acc(1.5), acc_long(15), fire_ex(6), size(12), radio(28), smoke(-22), tspot(3200), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,138,103.5,,
dreadnought_tower_sec_simple_usa_newyork_2,,,tower_sec,Minimal Sec Tower II,,,155,600000,,57,new_york_sec_tower_a,1.1,,tower_sec,,need(BB_USA_NewYork_addon;BB_USA_NewYork_big),"tower_sec(1), night(7.5), aim(2.5), acc(3), acc_long(4), fire_ex(10), size(7.5), radio(27.5), smoke(-12), tspot(2300), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,155,116.25,200000,600000
dreadnought_tower_sec_simple_usa_newyork_1,,,tower_sec,Minimal Sec Tower I,,,130,450000,,55,new_york_sec_tower_a,1,,tower_sec,,need(BB_USA_NewYork_addon;BB_USA_NewYork_big),"tower_sec(1), night(6), aim(2), acc(2.5), acc_long(3), fire_ex(9), size(6.5), radio(25), smoke(-11), tspot(2100), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,130,97.5,150000,450000
dreadnought_tower_sec_cage_3_usa_shared,,,tower_sec,Small Cage Mast III,,,120,555000,,60,south_carolina_tower_sec_b,0.73,,tower_sec,usa,"need(CA;B;B_usa_early;B_usa;CA_StLouis;CA_Pennsylvania;CA_Tennessee), need(g1;g2;g3)","hsize(200), tower_sec(1), night(5), aim(1.5), acc(1.5), acc_long(12), fire_ex(6), size(11), radio(25), smoke(-20), tspot(3000), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,120,90,185000,555000
dreadnought_tower_sec_cage_1_usa_big,,,tower_sec,Small Cage Mast II,,,111,480000,,55,south_carolina_tower_sec_b,0.6,,tower_sec,usa,"need(CA_small;CA_med;CA_tiny;CA_extratiny;CA_StLouis;CA_Pennsylvania), need(g1;g2;g3), needunlock(early_BB_towers_level_2)","hsize(200), tower_sec(1), night(4), aim(1.5), acc(1.5), acc_long(9), fire_ex(3), size(10), radio(22), smoke(-18), tspot(2700), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,111,83.25,160000,480000
dreadnought_tower_sec_cage_1_usa,,,tower_sec,Small Cage Mast I,,,96,390000,,50,south_carolina_tower_sec_b,0.55,,tower_sec,usa,"need(CA_small;CA_med;CA_tiny;CA_extratiny;CA_StLouis;CA_Pennsylvania), need(g1;g2;g3)","hsize(200), tower_sec(1), night(4), aim(1.5), acc(1.5), acc_long(7.5), fire_ex(3), size(9), radio(18), smoke(-16), tspot(2500), torpedo_detect(18)",,,,,,,,,,,,,,,,,,,96,72,130000,390000
heavy_ca_german_tower_adv_narrow_7,,,tower_sec,Modern Sec Tower VIII,,,1090,9960000,,150,bismarck_tower_sec_a_narrow,1.1,,tower_sec,,need(BC_Scharnhorst),"tower_sec(1), night(41), aim(30), acc(22), acc_long(11), fire_ex(31), smoke(-25.5), size(28.5), tspot(5750), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,1090,817.5,1320000,3960000
heavy_ca_german_tower_adv_narrow_6,,,tower_sec,Modern Sec Tower VII,,,980,8760000,,135,bismarck_tower_sec_a_narrow,1.05,,tower_sec,,need(BC_Scharnhorst),"tower_sec(1), night(39), aim(28.5), acc(21), acc_long(10), fire_ex(30), smoke(-24.5), size(27.5), tspot(5500), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,980,735,1320000,3960000
heavy_ca_german_tower_adv_narrow_5,,,tower_sec,Modern Sec Tower VI,,,830,7460000,,125,bismarck_tower_sec_b_narrow,1,,tower_sec,,need(BC_Scharnhorst),"tower_sec(1), night(37), aim(26.5), acc(20), acc_long(8.5), fire_ex(29), smoke(-23.5), size(26.5), tspot(5250), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,830,622.5,1320000,3960000
heavy_ca_german_tower_adv_narrow_4,,,tower_sec,Modern Sec Tower V,,,700,6260000,,115,bismarck_tower_sec_b_narrow,0.95,,tower_sec,,need(BC_Scharnhorst),"tower_sec(1), night(35), aim(25), acc(19), acc_long(7), fire_ex(28), smoke(-22.5), size(25.5), tspot(5000), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,700,525,1320000,3960000
heavy_ca_german_tower_adv_narrow_3,,,tower_sec,Modern Sec Tower IV,,,600,5260000,,105,bismarck_tower_sec_a_narrow,0.884,,tower_sec,,"need(CA_Heavy_German_Hipper), needunlock(latecruisertowers_level_4)","tower_sec(1), night(33), aim(23), acc(17), acc_long(5), fire_ex(26), smoke(-20.5), size(23.5), tspot(4700), torpedo_detect(38.5)",,,,,,,,,,,,,,,,,,,600,450,1320000,3960000
heavy_ca_german_tower_adv_narrow__2,,,tower_sec,Modern Sec Tower III,,,540,4250000,,100,bismarck_tower_sec_a_narrow,0.85,,tower_sec,,"need(CA_Heavy_German_Hipper), needunlock(latecruisertowers_level_3)","tower_sec(1), night(32), aim(22), acc(16), acc_long(4), fire_ex(25), smoke(-19.5), size(22.5), tspot(4500), torpedo_detect(37.5)",,,,,,,,,,,,,,,,,,,540,405,1250000,3750000
heavy_ca_german_tower_adv_narrow__1,,,tower_sec,Modern Sec Tower II,,,490,3900000,,90,bismarck_tower_sec_b_narrow,0.85,,tower_sec,,need(CA_Heavy_German_Hipper),"tower_sec(1), night(30), aim(20), acc(14), acc_long(2), fire_ex(22), smoke(-18.5), size(21.5), tspot(4200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,490,367.5,1100000,3300000
heavy_ca_german_tower_1_adv_narrow__small,,,tower_sec,Modern Sec Tower I,,,440,3600000,,85,bismarck_tower_sec_b_narrow,0.8,,tower_sec,,need(CA_Heavy_German_Hipper),"tower_sec(1), night(28), aim(18), acc(13), acc_long(2), fire_ex(20), smoke(-16.5), size(20.5), tspot(3900), torpedo_detect(32.5)",,,,,,,,,,,,,,,,,,,440,330,1000000,3000000
heavy_ca_german_tower_3,,,tower_sec,Modern Sec Tower IV,,,330,1320000,,105,bismarck_tower_sec_a,0.884,,tower_sec,,"need(CA_Heavy_German;BC_Modern_German;BB_Modern_Italy), needunlock(latecruisertowers_level_4)","tower_sec(1), night(33), aim(23), acc(17), acc_long(5), fire_ex(26), smoke(-20.5), size(23.5), tspot(4700), torpedo_detect(38.5)",,,,,,,,,,,,,,,,,,,660,495,,
heavy_ca_german_tower_2,,,tower_sec,Modern Sec Tower III,,,300,1250000,,100,bismarck_tower_sec_a,0.85,,tower_sec,,"need(CA_Heavy_German;BC_Modern_German;BB_Modern_Italy), needunlock(latecruisertowers_level_3)","tower_sec(1), night(32), aim(22), acc(16), acc_long(4), fire_ex(25), smoke(-19.5), size(22.5), tspot(4500), torpedo_detect(37.5)",,,,,,,,,,,,,,,,,,,600,450,,
heavy_ca_german_tower_1,,,tower_sec,Modern Sec Tower II,,,255,1100000,,90,bismarck_tower_sec_b,0.85,,tower_sec,,need(CA_Heavy_German;BC_Modern_German;BB_Modern_Italy),"tower_sec(1), night(30), aim(20), acc(14), acc_long(2), fire_ex(22), smoke(-18.5), size(21.5), tspot(4200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,510,382.5,,
heavy_ca_german_tower_1_small,,,tower_sec,Modern Sec Tower I,,,240,1000000,,85,bismarck_tower_sec_b,0.8,,tower_sec,,need(CA_Heavy_German;BC_Modern_German;BB_Modern_Italy),"tower_sec(1), night(28), aim(18), acc(13), acc_long(2), fire_ex(20), smoke(-16.5), size(20.5), tspot(3900), torpedo_detect(32.5)",,,,,,,,,,,,,,,,,,,480,360,,
modern_tower_sec_4_ca_big,,,tower_sec,Modern Sec Tower III,,,237,980000,,200,iowa_tower_sec_a,0.7,,tower_sec,,"need(CA_Heavy_USA;CA_Heavy_Gen), need(g4), big_sec, needunlock(latecruisertowers_level_4)","tower_sec(1), night(32), aim(22), acc(17), acc_long(8), fire_ex(27), smoke(-18.5), size(20.5), tspot(4650), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,474,355.5,,
modern_tower_sec_4_ca,,,tower_sec,Modern Sec Tower II,,,219,900000,,190,iowa_tower_sec_a,0.65,,tower_sec,,"need(CA_Heavy_USA;CA_Heavy_Gen), need(g4), big_sec","tower_sec(1), night(30), aim(20), acc(16), acc_long(7), fire_ex(25), smoke(-16.5), size(19.5), tspot(4450), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,438,328.5,,
modern_tower_sec_4_ca_small,,,tower_sec,Modern Sec Tower I,,,207,820000,,180,iowa_tower_sec_a,0.6,,tower_sec,,"need(CA_Heavy_USA;CA_Heavy_Gen), need(g4), big_sec","tower_sec(1), night(28), aim(18), acc(15), acc_long(6), fire_ex(23), smoke(-14.5), size(18.5), tspot(4250), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,414,310.5,,
heavy_ca_german_spee_sec_tower_5,,,tower_sec,Small Sec Tower VI,,,237,800000,,75,spee_tower_sec_b,1.2,,tower_sec,,need(BB_Modern_China;CA_German_Pocket_Big),"tower_sec(1), night(29.5), aim(19.5), acc(9), acc_long(7), fire_ex(16.5), smoke(-17.5), size(14.5), tspot(4600), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,474,355.5,,
heavy_ca_german_spee_sec_tower_4,,,tower_sec,Small Sec Tower V,,,204,710000,,75,spee_tower_sec_b,1.1,,tower_sec,,need(CA_German_Pocket;CA_German_Pocket_Big;BB_Modern_China),"tower_sec(1), night(27.5), aim(17.5), acc(8), acc_long(6), fire_ex(14.5), smoke(-15.5), size(13.5), tspot(4400), torpedo_detect(33)",,,,,,,,,,,,,,,,,,,408,306,,
heavy_ca_german_spee_sec_tower_3_middle,,,tower_sec,Small Sec Tower IV,,,180,640000,,72,spee_tower_sec_b,1.05,,tower_sec,,"need(CA_German_Pocket;CA_German_Pocket_Big;CA_Italy_LowFreeboard), needunlock(latecruisertowers_level_4)","tower_sec(1), night(26.5), aim(16.5), acc(7.5), acc_long(5), fire_ex(14), smoke(-15), size(13.7), tspot(4300), torpedo_detect(31.5)",,,,,,,,,,,,,,,,,,,357,267.75,,
heavy_ca_german_spee_sec_tower_3,,,tower_sec,Small Sec Tower III,,,165,600000,,70,spee_tower_sec_b,1,,tower_sec,,"need(CA_German_Pocket;CA_German_Pocket_Big;CA_Italy_LowFreeboard), needunlock(latecruisertowers_level_3)","tower_sec(1), night(25), aim(15.5), acc(7), acc_long(4), fire_ex(13.5), smoke(-14.5), size(13.5), tspot(4200), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,330,247.5,,
heavy_ca_german_spee_sec_tower_2_big,,,tower_sec,Small Sec Tower II (Enhanced),,,155,550000,,65,spee_tower_sec_a,1.16,,tower_sec,,need(CA_German_Pocket;CA_Italy_LowFreeboard),"tower_sec(1), night(22), aim(14.5), acc(6.5), acc_long(2), fire_ex(13), smoke(-13.5), size(13.5), tspot(3400), torpedo_detect(27.5)",,,,,,,,,,,,,,,,,,,309,231.75,,
heavy_ca_german_spee_sec_tower_2,,,tower_sec,Small Sec Tower II,,,144,550000,,62,spee_tower_sec_a,1.1,,tower_sec,,need(CA_German_Pocket;CA_Italy_LowFreeboard),"tower_sec(1), night(22), aim(13.5), acc(6), acc_long(1.7), fire_ex(12.5), smoke(-13), size(13), tspot(3200), torpedo_detect(26.5)",,,,,,,,,,,,,,,,,,,288,216,,
heavy_ca_german_spee_sec_tower_1,,,tower_sec,Small Sec Tower I,,,123,500000,,60,spee_tower_sec_a,1,,tower_sec,,need(CA_German_Pocket;CA_Italy_LowFreeboard),"tower_sec(1), night(20), aim(12.5), acc(4), acc_long(1.5), fire_ex(12), smoke(-12.5), size(12.5), tspot(3100), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,246,184.5,,
modern_tower_sec_2_ca__japan_big,,,tower_sec,Modern Sec Tower II,,,335,940000,,88,yamato_tower_sec_c2,0.615,,tower_sec,,"need(CA_Heavy_Japan), big_sec, needunlock(latecruisertowers_level_4)","tower_sec(1), night(30), aim(21), acc(15), fire_ex(19), smoke(-18), size(18.5), tspot(3950), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,672,504,,
modern_tower_sec_2_ca__japan,,,tower_sec,Modern Sec Tower II,,,300,890000,,85,yamato_tower_sec_c2,0.57,,tower_sec,,"need(CA_Heavy_Japan), big_sec","tower_sec(1), night(28), aim(20), acc(14), fire_ex(18), smoke(-17), size(17.5), tspot(3750), torpedo_detect(33)",,,,,,,,,,,,,,,,,,,600,450,,
modern_tower_sec_1_ca_japan_big,,,tower_sec,Modern Sec Tower I (Enhanced),,,273,850000,,83,yamato_tower_sec_c1,0.615,,tower_sec,,"need(CA_Heavy_Japan), big_sec, needunlock(latecruisertowers_level_3)","tower_sec(1), night(27), aim(19), acc(13), fire_ex(17), smoke(-16), size(16), tspot(3650), torpedo_detect(31)",,,,,,,,,,,,,,,,,,,546,409.5,,
modern_tower_sec_1_ca_japan,,,tower_sec,Modern Sec Tower I,,,255,800000,,80,yamato_tower_sec_c1,0.57,,tower_sec,,"need(CA_Heavy_Japan), big_sec","tower_sec(1), night(25), aim(18), acc(12), fire_ex(16), smoke(-15), size(15), tspot(3450), torpedo_detect(29)",,,,,,,,,,,,,,,,,,,510,382.5,,
kgeorge_sec_tower_2_small4,,,tower_sec,Large Sec Tower II,,,285,1650000,,110,king_george_tower_sec_a,0.825,,tower_sec,,"need(CA_British_Late), needunlock(latecruisertowers_level_4)","tower_sec(1), night(38), aim(18.5), acc(16.5), acc_long(8), fire_ex(25), size(18), tspot(6000), torpedo_detect(49)",,,,,,,,,,,,,,,,,,,570,427.5,,
kgeorge_sec_tower_2_smal5,,,tower_sec,Large Sec Tower I,,,255,1350000,,100,king_george_tower_sec_a,0.775,,tower_sec,,"need(CA_British_Late), needunlock(latecruisertowers_level_3)","tower_sec(1), night(35), aim(17.5), acc(15.5), acc_long(7), fire_ex(23), size(17.5), tspot(5800), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,510,382.5,,
kgeorge_sec_tower_2_navarra_big,,,tower_sec,Large Sec Tower I,,,237,900000,,80,king_george_tower_sec_a,0.75,,tower_sec,,"need(Navarra2), big_sec","tower_sec(1), night(30), aim(16.5), acc(14.5), acc_long(5.5), fire_ex(24), size(16.5), tspot(5400), torpedo_detect(43)",,,,,,,,,,,,,,,,,,,474,355.5,,
kgeorge_sec_tower_1_small4,,,tower_sec,Advanced Sec Tower III,,,230,1450000,,90,king_george_tower_sec_b,0.845,,tower_sec,,need(CA_British_Late),"tower_sec(1), night(34), aim(15.5), acc(13), acc_long(3), fire_ex(20), size(12.5), tspot(5200), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,459,344.25,,
kgeorge_sec_tower_1_small5,,,tower_sec,Advanced Sec Tower II,,,210,1150000,,80,king_george_tower_sec_b,0.795,,tower_sec,,need(CA_British_Late),"tower_sec(1), night(31), aim(13.5), acc(11), acc_long(2), fire_ex(18), size(11.5), tspot(5000), torpedo_detect(41)",,,,,,,,,,,,,,,,,,,420,315,,
kgeorge_sec_tower_1_small6,,,tower_sec,Advanced Sec Tower I,,,192,950000,,70,king_george_tower_sec_b,0.74,,tower_sec,,need(CA_British_Late),"tower_sec(1), night(29), aim(12.5), acc(10), acc_long(1.75), fire_ex(17), size(11), tspot(4800), torpedo_detect(39)",,,,,,,,,,,,,,,,,,,384,288,,
kgeorge_sec_tower_2_canarias,,,tower_sec,Large Sec Tower I,,,247,1100000,,95,king_george_tower_sec_a,0.765,,tower_sec,,need(Canarias;CA_British_LowFreeboard),"tower_sec(1), night(30), aim(17.5), acc(15), acc_long(6), fire_ex(25), size(17), tspot(5500), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,495,371.25,,
kgeorge_sec_tower_1_canarias,,,tower_sec,Compact Sec Tower I,,,217,900000,,85,king_george_tower_sec_b,0.765,,tower_sec,,need(Canarias;CA_British_Early),"tower_sec(1), night(25), aim(15.5), acc(12), acc_long(3), fire_ex(20), size(13.5), tspot(4900), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,435,326.25,,
heavy_ca_tower_sec_6,,,tower_sec,Rear Tower IX,,,240,950000,,85,trento_tower_sec_a,1.1,,tower_sec,,need(CA_British_LowFreeboard;BB_Modern_China;Large_Cruiser_Italy;CA_British_Early;Italian_Condit),"tower_sec(1), night(19.5), aim(14), acc(10), fire_ex(17.5), size(15.5), tspot(4700), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,480,360,,
heavy_ca_tower_sec_5_large,,0,tower_sec,Rear Tower VIII (Enlarged),,,255,1000000,,75,pola_tower_sec_a,1.2,,tower_sec,,need(Large_Cruiser_Italy),"tower_sec(1), night(21.5), aim(16), acc(12.5), fire_ex(19.5), size(17.5), tspot(4900), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,510,382.5,,
heavy_ca_tower_sec_5,,,tower_sec,Rear Tower VIII,,,195,800000,,75,pola_tower_sec_a,1,,tower_sec,,need(CA_Heavy;CA_Heavy_Gen),"tower_sec(1), night(19.5), aim(14), acc(10), fire_ex(17.5), size(15.5), tspot(4700), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,390,292.5,,
modern_tower_sec_richelieu_smallvariant,,,tower_sec,Light Modern Sec Tower,,,267,1100000,,100,richelieu_tower_sec_d,0.69,,tower_sec,,"need(CA_Heavy_France_Louis), funnel_mount, needunlock(latecruisertowers_level_4)","tower_sec(1), night(45), aim(22), acc(16), acc_long(19), radio(55), fire_ex(18), smoke(-25), size(17.5), tspot(5150), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,534,400.5,,
monte_tower_sec_barb,,,tower_sec,Aux Tower with Barbette II,,,380,3050000,,90,monte_tower_sec_b,1,,tower_sec,,"need(BB_Cesare;DD_Modern_Generic_Italy;Modern_CL_Italian;France_CL_Exp2;German_CL_Exp_Advanced;France_CL_Exp_Advanced;CL_Modern_2_Trento;CL_Modern_2_Japan;CA_Heavy_Trento;CA_Heavy_Early;CL_Modern_2;CA_German_Early;CA_British_Early;BC_Modern_Italy;CA_Heavy_Generic2;BB_Modern_Italy;Canarias;Large_Cruiser_Henri;CA_Heavy_France_Louis;Navarra2;CA_British_LowFreeboard;Italian_Condit;CL_Condot_Monte;CL_Navarra_Adv;CL_Navarra;DD_Modern_Hybrid_Italy), needunlock(latecruisertowers_level_3)","tower_sec(1), night(20), aim(15), acc(10), acc_long(6), fire_ex(13.5), size(14.5), tspot(4900), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,380,285,850000,2550000
monte_tower_sec_small,,,tower_sec,Aux Tower II,,,350,2850000,,80,monte_tower_sec_a,1,,tower_sec,,"need(BB_Cesare;DD_Modern_Generic_Italy;Modern_CL_Italian;France_CL_Exp2;German_CL_Exp_Advanced;France_CL_Exp_Advanced;CL_Modern_2_Trento;CL_Modern_2_Japan;CA_Heavy_Trento;CA_Heavy_Early;CL_Modern_2;CA_German_Early;CA_British_Early;BC_Modern_Italy;CA_Heavy_Generic2;BB_Modern_Italy;Canarias;Large_Cruiser_Henri;CA_Heavy_France_Louis;Navarra2;CA_British_LowFreeboard;Italian_Condit;CL_Condot_Monte;CL_Navarra_Adv;CL_Navarra;DD_Modern_Hybrid_Italy), needunlock(latecruisertowers_level_3)","tower_sec(1), night(20), aim(14), acc(10), acc_long(5), fire_ex(13.5), size(14), tspot(4900), torpedo_detect(39)",,,,,,,,,,,,,,,,,,,350,262.5,850000,2550000
monte_tower_sec_barb_small,,,tower_sec,Aux Tower with Barbette I,,,340,2550000,,75,monte_tower_sec_b,0.95,,tower_sec,,need(CL_Condot_Monte;DD_Modern_Hybrid_Italy),"tower_sec(1), night(18), aim(13.5), acc(9), acc_long(4), fire_ex(12.5), size(13.5), tspot(4600), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,340,255,850000,2550000
monte_tower_sec_smaller,,,tower_sec,Aux Tower I,,,310,2250000,,70,monte_tower_sec_a,0.95,,tower_sec,,need(CL_Condot_Monte;DD_Modern_Hybrid_Italy),"tower_sec(1), night(18), aim(13), acc(9), acc_long(4), fire_ex(12.5), size(13), tspot(4600), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,310,232.5,850000,2550000
heavy_ca_tower_sec_4,,,tower_sec,Rear Tower VIII,,,210,850000,,79,trento_tower_sec_a,1.1,,tower_sec,,"need(CA_German_Early;CA_British_Early;BC_Modern_Italy;CA_Heavy_Generic2;BB_Modern_Italy;Canarias;Large_Cruiser_Henri;CA_Heavy_France_Louis;Navarra2;CA_British_LowFreeboard;Italian_Condit), needunlock(latecruisertowers_level_3)","tower_sec(1), night(19.5), aim(14), acc(10), fire_ex(17.5), size(15.5), tspot(4700), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,420,315,,
heavy_ca_tower_sec_3_big,,,tower_sec,Rear Tower VII,,,183,750000,,72,trento_tower_sec_a,1.07,,tower_sec,,need(CA_Heavy_Trento;CA_Heavy_Early;CL_Modern_GeAu;CL_Modern_2;CL_Modern_2_Japan;CL_Modern_2_Trento;CA_German_Early;CA_British_Early;BC_Modern_Italy;CA_Heavy_Generic2;Canarias;CA_Heavy_France_Louis;CL_Scout_Mogami;CL_Modern_G_A;CL_EscortCruiser_France;Italian_Condit),"tower_sec(1), night(18.5), aim(13), acc(9.5), fire_ex(17), size(15), tspot(4500), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,366,274.5,,
heavy_ca_tower_sec_3,,,tower_sec,Targeting Tower II,,,177,720000,,72,trento_tower_sec_b,1.06,,tower_sec,,"need(CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;Kirov_Cruiser;Modern_CL_Italian;CA_German_Early;CA_Heavy_Generic2;BB_Modern_Austria;German_CL_Exp_Advanced;CL_Britain_Small_advanced;Recon_Cruiser), needunlock(latecruisertowers_level_4)","tower_sec(1), night(20), aim(13.5), acc(9.5), acc_long(6), fire_ex(17), size(14.5), tspot(4400), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,354,265.5,,
dd_tower_sec_2,,,tower_sec,Targeting Tower II,,,44,225000,,32,trento_tower_sec_b,0.85,,tower_sec,,"need(Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Modern_L_GeAu;DD_Modern_M_GeAu;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;DD_Modern_M_Fr;DD_Modern_L_Fr;DD_Advanced_Fr;DD_Modern_M_Br;DD_Modern_S_Br;DD_Modern_L_Br;DD_Advanced_Br;DD_Modern_L_It;DD_Modern_M_It;DD_Hybrid_It), needunlock(lateDDtowers_level_3)","tower_sec(1), night(22), aim(14.5), acc(10.5), acc_long(14), fire_ex(17), size(13.5), tspot(2400), torpedo_detect(48)",,,,,,,,,,,,,,,,,,,354,265.5,,
dd_tower_sec_1,,,tower_sec,Targeting Tower I,,,40,210000,,32,trento_tower_sec_b,0.8,,tower_sec,,"need(Recon_Cruiser_GeAu;DD_Advanced_GeAu;DD_Modern_L_GeAu;DD_Modern_M_GeAu;DD_Advanced_US;DD_Modern_L_US;DD_Modern_M_US;DD_Modern_M_Fr;DD_Modern_L_Fr;DD_Advanced_Fr;DD_Modern_M_Br;DD_Modern_S_Br;DD_Modern_L_Br;DD_Advanced_Br;DD_Modern_L_It;DD_Modern_M_It;DD_Hybrid_It), needunlock(lateDDtowers_level_3)","tower_sec(1), night(20), aim(13.5), acc(9.5), acc_long(12), fire_ex(17), size(12.5), tspot(2200), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,354,265.5,,
heavy_ca_tower_sec_3_small,,,tower_sec,Rear Tower VI,,,168,690000,,67,trento_tower_sec_a,1,,tower_sec,,"need(CA_Heavy_Trento;CA_Heavy_Early;CL_Modern_GeAu;CL_Modern_2;CL_Modern_2_Japan;CL_Modern_2_Trento;CA_British_Early;Canarias;CA_Heavy_France_Louis;France_CL_Exp_Advanced;CL_Modern_G_A;CL_EscortCruiser_British;CL_EscortCruiser_France;France_CL_Exp2), needunlock(latecruisertowers_level_3)","tower_sec(1), night(18), aim(11.7), acc(9), fire_ex(16), size(14), tspot(4200), torpedo_detect(33)",,,,,,,,,,,,,,,,,,,336,252,,
heavy_ca_tower_sec_3_smaller,,,tower_sec,Rear Tower V,,,156,620000,,64,trento_tower_sec_a,0.95,,tower_sec,,need(CA_Heavy_Trento;CA_Heavy_Early;CL_Modern_GeAu;CL_Modern_2;CL_Modern_2_Japan;CL_Modern_2_Trento;CA_British_Early;Canarias;CA_Heavy_France_Louis;France_CL_Exp_Advanced;CL_Modern_G_A;CL_EscortCruiser_British;CL_EscortCruiser_France;CL_GunCruiser;France_CL_Exp2),"tower_sec(1), night(16), aim(11), acc(8), fire_ex(14), size(13), tspot(3800), torpedo_detect(31)",,,,,,,,,,,,,,,,,,,312,234,,
heavy_ca_tower_sec_3_smallest,,,tower_sec,Rear Tower IV,,,141,530000,,60,trento_tower_sec_a,0.9,,tower_sec,,need(CA_Heavy_Trento;CA_Heavy_Early;CL_Modern_GeAu;CL_Modern_2;CL_Modern_2_Japan;CL_Modern_2_Trento;CA_British_Early;Canarias;CA_Heavy_France_Louis;France_CL_Exp_Advanced;German_CL_Exp_Advanced;CL_Modern_G_A;CL_EscortCruiser_British;CL_EscortCruiser_France;CL_GunCruiser;France_CL_Exp2;CL_Condot_Monte),"tower_sec(1), night(14), aim(10.3), acc(7), fire_ex(12), size(12), tspot(3600), torpedo_detect(29)",,,,,,,,,,,,,,,,,,,282,211.5,,
heavy_ca_tower_sec_3_smallest2,,,tower_sec,Rear Tower III,,,96,350000,,55,trento_tower_sec_a,0.8,,tower_sec,,need(C_class;German_CL_Exp_Advanced;CL_Condot_Monte),"tower_sec(1), night(12), aim(8), acc(6), fire_ex(11), size(11), tspot(3300), torpedo_detect(27)",,,,,,,,,,,,,,,,,,,192,144,,
atlanta_tower_sec_base3,,,tower_sec,Advanced Main Tower III,,,422,4500000,,290,atlanta_tower_sec_d,1.1,,tower_sec,,need(),"tower_sec(1), night(63), aim(38), acc(20), acc_long(40), radio(80), fire_ex(23.5), smoke(-34), size(26.5), tspot(6900), torpedo_detect(71)",,,,,,,,,,,,,,,,,,,855,641.25,,
atlanta_tower_sec_base2,,,tower_sec,Advanced Main Tower II,,,397,3800000,,285,atlanta_tower_sec_d,1.05,,tower_sec,,need(),"tower_sec(1), night(63), aim(36), acc(19), acc_long(38), radio(78), fire_ex(22.5), smoke(-33), size(25.5), tspot(6700), torpedo_detect(69)",,,,,,,,,,,,,,,,,,,795,596.25,,
atlanta_tower_sec_base1,,,tower_sec,Advanced Sec Tower I,,,377,3300000,,280,atlanta_tower_sec_d,1,,tower_sec,,need(),"tower_sec(1), night(60), aim(34), acc(19), acc_long(36), radio(76), fire_ex(22), smoke(-32), size(24.5), tspot(6500), torpedo_detect(67)",,,,,,,,,,,,,,,,,,,755,566.25,,
